Tout,Bottom,Mid,top
17,-35.3,18.4,11.5
17.02,-35.3,18.4,11.5
17.04,-35.3,18.4,11.5
17.06,-35.3,18.4,11.5
17.08,-35.3,18.4,11.5
17.1,-35.3,18.4,11.5
17.12,-35.3,18.4,11.5
17.14,-35.3,18.4,11.5
17.16,-35.3,18.4,11.5
17.18,-35.3,18.4,11.5
17.2,-35.3,18.4,11.5
17.22,-35.3,18.4,11.5
17.24,-35.3,18.4,11.5
17.26,-35.3,18.4,11.5
17.28,-35.3,18.4,11.5
17.3,-35.3,18.4,11.5
17.32,-35.3,18.4,11.5
17.34,-35.3,18.4,11.5
17.36,-35.3,18.4,11.5
17.38,-35.3,18.4,11.5
17.4,-35.3,18.4,11.5
17.42,-35.3,18.4,11.5
17.44,-35.3,18.4,11.5
17.46,-35.3,18.4,11.5
17.48,-35.3,18.4,11.5
17.5,-35.3,18.4,11.5
17.52,-35.3,18.4,11.5
17.54,-35.3,18.4,11.5
17.56,-35.3,18.4,11.5
17.58,-35.3,18.4,11.5
17.6,-35.3,18.4,11.5
17.62,-35.3,18.4,11.5
17.64,-35.3,18.4,11.5
17.66,-35.3,18.4,11.5
17.68,-35.3,18.4,11.5
17.7,-35.3,18.4,11.5
17.72,-35.3,18.4,11.5
17.74,-35.3,18.4,11.5
17.76,-35.3,18.4,11.5
17.78,-35.3,18.4,11.5
17.8,-35.3,18.4,11.5
17.82,-35.3,18.4,11.5
17.84,-35.3,18.4,11.5
17.86,-35.3,18.4,11.5
17.88,-35.3,18.4,11.5
17.9,-35.3,18.4,11.5
17.92,-35.3,18.4,11.5
17.94,-35.3,18.4,11.5
17.96,-35.3,18.4,11.5
17.98,-35.3,18.4,11.5
18,-35.3,18.4,11.5
18.02,-35.3,18.4,11.5
18.04,-35.3,18.4,11.5
18.06,-35.3,18.4,11.5
18.08,-35.3,18.4,11.5
18.1,-35.3,18.4,11.5
18.12,-35.3,18.4,11.5
18.14,-35.3,18.4,11.5
18.16,-35.3,18.4,11.5
18.18,-35.3,18.4,11.5
18.2,-35.3,18.4,11.5
18.22,-35.3,18.4,11.5
18.24,-35.3,18.4,11.5
18.26,-35.3,18.4,11.5
18.28,-35.3,18.4,11.5
18.3,-35.3,18.4,11.5
18.32,-35.3,18.4,11.5
18.34,-35.3,18.4,11.5
18.36,-35.3,18.4,11.5
18.38,-35.3,18.4,11.5
18.4,-35.3,18.4,11.5
18.42,-35.3,18.4,11.5
18.44,-35.3,18.4,11.5
18.46,-35.3,18.4,11.5
18.48,-35.3,18.4,11.5
18.5,-35.3,18.4,11.5
18.52,-35.3,18.4,11.5
18.54,-35.3,18.4,11.5
18.56,-35.3,18.4,11.5
18.58,-35.3,18.4,11.5
18.6,-35.3,18.4,11.5
18.62,-35.3,18.4,11.5
18.64,-35.3,18.4,11.5
18.66,-35.3,18.4,11.5
18.68,-35.3,18.4,11.5
18.7,-35.3,18.4,11.5
18.72,-35.3,18.4,11.5
18.74,-35.3,18.4,11.5
18.76,-35.3,18.4,11.5
18.78,-35.3,18.4,11.5
18.8,-35.3,18.4,11.5
18.82,-35.3,18.4,11.5
18.84,-35.3,18.4,11.5
18.86,-35.3,18.4,11.5
18.88,-35.3,18.4,11.5
18.9,-35.3,18.4,11.5
18.92,-35.3,18.4,11.5
18.94,-35.3,18.4,11.5
18.96,-35.3,18.4,11.5
18.98,-35.3,18.4,11.5
19,-35.3,18.4,11.5
19.02,-35.3,18.4,11.5
19.04,-35.3,18.4,11.5
19.06,-35.3,18.4,11.5
19.08,-35.3,18.4,11.5
19.1,-35.3,18.4,11.5
19.12,-35.3,18.4,11.5
19.14,-35.3,18.4,11.5
19.16,-35.3,18.4,11.5
19.18,-35.3,18.4,11.5
19.2,-35.3,18.4,11.5
19.22,-35.3,18.4,11.5
19.24,-35.3,18.4,11.5
19.26,-35.3,18.4,11.5
19.28,-35.3,18.4,11.5
19.3,-35.3,18.4,11.5
19.32,-35.3,18.4,11.5
19.34,-35.3,18.4,11.5
19.36,-35.3,18.4,11.5
19.38,-35.3,18.4,11.5
19.4,-35.3,18.4,11.5
19.42,-35.3,18.4,11.5
19.44,-35.3,18.4,11.5
19.46,-35.3,18.4,11.5
19.48,-35.3,18.4,11.5
19.5,-35.3,18.4,11.5
19.52,-35.3,18.4,11.5
19.54,-35.3,18.4,11.5
19.56,-35.3,18.4,11.5
19.58,-35.3,18.4,11.5
19.6,-35.3,18.4,11.5
19.62,-35.3,18.4,11.5
19.64,-35.3,18.4,11.5
19.66,-35.3,18.4,11.5
19.68,-35.3,18.4,11.5
19.7,-35.3,18.4,11.5
19.72,-35.3,18.4,11.5
19.74,-35.3,18.4,11.5
19.76,-35.3,18.4,11.5
19.78,-35.3,18.4,11.5
19.8,-35.3,18.4,11.5
19.82,-35.3,18.4,11.5
19.84,-35.3,18.4,11.5
19.86,-35.3,18.4,11.5
19.88,-35.3,18.4,11.5
19.9,-35.3,18.4,11.5
19.92,-35.3,18.4,11.5
19.94,-35.3,18.4,11.5
19.96,-35.3,18.4,11.5
19.98,-35.3,18.4,11.5
20,-35.3,18.4,11.5
20.02,-34.4,18.0,11.4
20.04,-32.3,17.0,11.0
20.06,-29.6,15.7,10.5
20.08,-26.7,14.3,9.9
20.1,-23.8,12.8,9.1
20.12,-21.1,11.4,8.4
20.14,-18.6,10.0,7.7
20.16,-16.3,8.8,6.9
20.18,-14.2,7.6,6.2
20.2,-12.4,6.6,5.5
20.22,-10.8,5.7,4.9
20.24,-9.3,4.9,4.3
20.26,-8.1,4.2,3.7
20.28,-6.9,3.6,3.3
20.3,-6.0,3.1,2.8
20.32,-5.1,2.7,2.5
20.34,-4.4,2.3,2.1
20.36,-3.8,1.9,1.8
20.38,-3.2,1.6,1.6
20.4,-2.7,1.4,1.3
20.42,-2.3,1.2,1.1
20.44,-2.0,1.0,1.0
20.46,-1.7,0.8,0.8
20.48,-1.4,0.7,0.7
20.5,-1.2,0.6,0.6
20.52,-1.0,0.5,0.5
20.54,-0.9,0.4,0.4
20.56,-0.7,0.4,0.4
20.58,-0.6,0.3,0.3
20.6,-0.5,0.3,0.3
20.62,-0.4,0.2,0.2
20.64,-0.4,0.2,0.2
20.66,-0.3,0.2,0.2
20.68,-0.3,0.1,0.1
20.7,-0.2,0.1,0.1
20.72,-0.2,0.1,0.1
20.74,-0.2,0.1,0.1
20.76,-0.1,0.1,0.1
20.78,-0.1,0.1,0.1
20.8,-0.1,0.0,0.0
20.82,-0.1,0.0,0.0
20.84,-0.1,0.0,0.0
20.86,-0.1,0.0,0.0
20.88,0.0,0.0,0.0
20.9,0.0,0.0,0.0
20.92,0.0,0.0,0.0
20.94,0.0,0.0,0.0
20.96,0.0,0.0,0.0
20.98,0.0,0.0,0.0
21,0.0,0.0,0.0
21.02,0.0,0.0,0.0
21.04,0.0,0.0,0.0
21.06,0.0,0.0,0.0
21.08,0.0,0.0,0.0
21.1,0.0,0.0,0.0
21.12,0.0,0.0,0.0
21.14,0.0,0.0,0.0
21.16,0.0,0.0,0.0
21.18,0.0,0.0,0.0
21.2,0.0,0.0,0.0
21.22,0.0,0.0,0.0
21.24,0.0,0.0,0.0
21.26,0.0,0.0,0.0
21.28,0.0,0.0,0.0
21.3,0.0,0.0,0.0
21.32,0.0,0.0,0.0
21.34,0.0,0.0,0.0
21.36,0.0,0.0,0.0
21.38,0.0,0.0,0.0
21.4,0.0,0.0,0.0
21.42,0.0,0.0,0.0
21.44,0.0,0.0,0.0
21.46,0.0,0.0,0.0
21.48,0.0,0.0,0.0
21.5,0.0,0.0,0.0
21.52,0.0,0.0,0.0
21.54,0.0,0.0,0.0
21.56,0.0,0.0,0.0
21.58,0.0,0.0,0.0
21.6,0.0,0.0,0.0
21.62,0.0,0.0,0.0
21.64,0.0,0.0,0.0
21.66,0.0,0.0,0.0
21.68,0.0,0.0,0.0
21.7,0.0,0.0,0.0
21.72,0.0,0.0,0.0
21.74,0.0,0.0,0.0
21.76,0.0,0.0,0.0
21.78,0.0,0.0,0.0
21.8,0.0,0.0,0.0
21.82,0.0,0.0,0.0
21.84,0.0,0.0,0.0
21.86,0.0,0.0,0.0
21.88,0.0,0.0,0.0
21.9,0.0,0.0,0.0
21.92,0.0,0.0,0.0
21.94,0.0,0.0,0.0
21.96,0.0,0.0,0.0
21.98,0.0,0.0,0.0
22,0.0,0.0,0.0
22.02,0.0,0.0,0.0
22.04,0.0,0.0,0.0
22.06,0.0,0.0,0.0
22.08,0.0,0.0,0.0
22.1,0.0,0.0,0.0
22.12,0.0,0.0,0.0
22.14,0.0,0.0,0.0
22.16,0.0,0.0,0.0
22.18,0.0,0.0,0.0
22.2,0.0,0.0,0.0
22.22,0.0,0.0,0.0
22.24,0.0,0.0,0.0
22.26,0.0,0.0,0.0
22.28,0.0,0.0,0.0
22.3,0.0,0.0,0.0
22.32,0.0,0.0,0.0
22.34,0.0,0.0,0.0
22.36,0.0,0.0,0.0
22.38,0.0,0.0,0.0
22.4,0.0,0.0,0.0
22.42,0.0,0.0,0.0
22.44,0.0,0.0,0.0
22.46,0.0,0.0,0.0
22.48,0.0,0.0,0.0
22.5,0.0,0.0,0.0
22.52,0.0,0.0,0.0
22.54,0.0,0.0,0.0
22.56,0.0,0.0,0.0
22.58,0.0,0.0,0.0
22.6,0.0,0.0,0.0
22.62,0.0,0.0,0.0
22.64,0.0,0.0,0.0
22.66,0.0,0.0,0.0
22.68,0.0,0.0,0.0
22.7,0.0,0.0,0.0
22.72,0.0,0.0,0.0
22.74,0.0,0.0,0.0
22.76,0.0,0.0,0.0
22.78,0.0,0.0,0.0
22.8,0.0,0.0,0.0
22.82,0.0,0.0,0.0
22.84,0.0,0.0,0.0
22.86,0.0,0.0,0.0
22.88,0.0,0.0,0.0
22.9,0.0,0.0,0.0
22.92,0.0,0.0,0.0
22.94,0.0,0.0,0.0
22.96,0.0,0.0,0.0
22.98,0.0,0.0,0.0
23,0.0,0.0,0.0
23.02,0.0,0.0,0.0
23.04,0.0,0.0,0.0
23.06,0.0,0.0,0.0
23.08,0.0,0.0,0.0
23.1,0.0,0.0,0.0
23.12,0.0,0.0,0.0
23.14,0.0,0.0,0.0
23.16,0.0,0.0,0.0
23.18,0.0,0.0,0.0
23.2,0.0,0.0,0.0
23.22,0.0,0.0,0.0
23.24,0.0,0.0,0.0
23.26,0.0,0.0,0.0
23.28,0.0,0.0,0.0
23.3,0.0,0.0,0.0
23.32,0.0,0.0,0.0
23.34,0.0,0.0,0.0
23.36,0.0,0.0,0.0
23.38,0.0,0.0,0.0
23.4,0.0,0.0,0.0
23.42,0.0,0.0,0.0
23.44,0.0,0.0,0.0
23.46,0.0,0.0,0.0
23.48,0.0,0.0,0.0
23.5,0.0,0.0,0.0
23.52,0.0,0.0,0.0
23.54,0.0,0.0,0.0
23.56,0.0,0.0,0.0
23.58,0.0,0.0,0.0
23.6,0.0,0.0,0.0
23.62,0.0,0.0,0.0
23.64,0.0,0.0,0.0
23.66,0.0,0.0,0.0
23.68,0.0,0.0,0.0
23.7,0.0,0.0,0.0
23.72,0.0,0.0,0.0
23.74,0.0,0.0,0.0
23.76,0.0,0.0,0.0
23.78,0.0,0.0,0.0
23.8,0.0,0.0,0.0
23.82,0.0,0.0,0.0
23.84,0.0,0.0,0.0
23.86,0.0,0.0,0.0
23.88,0.0,0.0,0.0
23.9,0.0,0.0,0.0
23.92,0.0,0.0,0.0
23.94,0.0,0.0,0.0
23.96,0.0,0.0,0.0
23.98,0.0,0.0,0.0
24,0.0,0.0,0.0
24.02,0.0,0.0,0.0
24.04,0.0,0.0,0.0
24.06,0.0,0.0,0.0
24.08,0.0,0.0,0.0
24.1,0.0,0.0,0.0
24.12,0.0,0.0,0.0
24.14,0.0,0.0,0.0
24.16,0.0,0.0,0.0
24.18,0.0,0.0,0.0
24.2,0.0,0.0,0.0
24.22,0.0,0.0,0.0
24.24,0.0,0.0,0.0
24.26,0.0,0.0,0.0
24.28,0.0,0.0,0.0
24.3,0.0,0.0,0.0
24.32,0.0,0.0,0.0
24.34,0.0,0.0,0.0
24.36,0.0,0.0,0.0
24.38,0.0,0.0,0.0
24.4,0.0,0.0,0.0
24.42,0.0,0.0,0.0
24.44,0.0,0.0,0.0
24.46,0.0,0.0,0.0
24.48,0.0,0.0,0.0
24.5,0.0,0.0,0.0
24.52,0.0,0.0,0.0
24.54,0.0,0.0,0.0
24.56,0.0,0.0,0.0
24.58,0.0,0.0,0.0
24.6,0.0,0.0,0.0
24.62,0.0,0.0,0.0
24.64,0.0,0.0,0.0
24.66,0.0,0.0,0.0
24.68,0.0,0.0,0.0
24.7,0.0,0.0,0.0
24.72,0.0,0.0,0.0
24.74,0.0,0.0,0.0
24.76,0.0,0.0,0.0
24.78,0.0,0.0,0.0
24.8,0.0,0.0,0.0
24.82,0.0,0.0,0.0
24.84,0.0,0.0,0.0
24.86,0.0,0.0,0.0
24.88,0.0,0.0,0.0
24.9,0.0,0.0,0.0
24.92,0.0,0.0,0.0
24.94,0.0,0.0,0.0
24.96,0.0,0.0,0.0
24.98,0.0,0.0,0.0
25,0.0,0.0,0.0
25.02,-0.5,-0.5,-0.5
25.04,-1.7,-1.7,-1.7
25.06,-3.5,-3.5,-3.5
25.08,-5.6,-5.6,-5.6
25.1,-7.8,-7.8,-7.8
25.12,-10.0,-10.0,-10.0
25.14,-12.1,-12.1,-12.1
25.16,-14.1,-14.1,-14.1
25.18,-16.0,-16.0,-16.0
25.2,-17.7,-17.7,-17.7
25.22,-19.3,-19.3,-19.3
25.24,-20.7,-20.7,-20.7
25.26,-21.9,-21.9,-21.9
25.28,-23.0,-23.0,-23.0
25.3,-24.0,-24.0,-24.0
25.32,-24.8,-24.8,-24.8
25.34,-25.6,-25.6,-25.6
25.36,-26.2,-26.2,-26.2
25.38,-26.7,-26.7,-26.7
25.4,-27.2,-27.2,-27.2
25.42,-27.6,-27.6,-27.6
25.44,-28.0,-28.0,-28.0
25.46,-28.3,-28.3,-28.3
25.48,-28.6,-28.6,-28.6
25.5,-28.8,-28.8,-28.8
25.52,-29.0,-29.0,-29.0
25.54,-29.1,-29.1,-29.1
25.56,-29.3,-29.3,-29.3
25.58,-29.4,-29.4,-29.4
25.6,-29.5,-29.5,-29.5
25.62,-29.6,-29.6,-29.6
25.64,-29.6,-29.6,-29.6
25.66,-29.7,-29.7,-29.7
25.68,-29.7,-29.7,-29.7
25.7,-29.8,-29.8,-29.8
25.72,-29.8,-29.8,-29.8
25.74,-29.8,-29.8,-29.8
25.76,-29.9,-29.9,-29.9
25.78,-29.9,-29.9,-29.9
25.8,-29.9,-29.9,-29.9
25.82,-29.9,-29.9,-29.9
25.84,-29.9,-29.9,-29.9
25.86,-29.9,-29.9,-29.9
25.88,-30.0,-30.0,-30.0
25.9,-30.0,-30.0,-30.0
25.92,-30.0,-30.0,-30.0
25.94,-30.0,-30.0,-30.0
25.96,-30.0,-30.0,-30.0
25.98,-30.0,-30.0,-30.0
26,-30.0,-30.0,-30.0
26.02,-30.0,-30.0,-30.0
26.04,-30.0,-30.0,-30.0
26.06,-30.0,-30.0,-30.0
26.08,-30.0,-30.0,-30.0
26.1,-30.0,-30.0,-30.0
26.12,-30.0,-30.0,-30.0
26.14,-30.0,-30.0,-30.0
26.16,-30.0,-30.0,-30.0
26.18,-30.0,-30.0,-30.0
26.2,-30.0,-30.0,-30.0
26.22,-30.0,-30.0,-30.0
26.24,-30.0,-30.0,-30.0
26.26,-30.0,-30.0,-30.0
26.28,-30.0,-30.0,-30.0
26.3,-30.0,-30.0,-30.0
26.32,-30.0,-30.0,-30.0
26.34,-30.0,-30.0,-30.0
26.36,-30.0,-30.0,-30.0
26.38,-30.0,-30.0,-30.0
26.4,-30.0,-30.0,-30.0
26.42,-30.0,-30.0,-30.0
26.44,-30.0,-30.0,-30.0
26.46,-30.0,-30.0,-30.0
26.48,-30.0,-30.0,-30.0
26.5,-30.0,-30.0,-30.0
26.52,-30.0,-30.0,-30.0
26.54,-30.0,-30.0,-30.0
26.56,-30.0,-30.0,-30.0
26.58,-30.0,-30.0,-30.0
26.6,-30.0,-30.0,-30.0
26.62,-30.0,-30.0,-30.0
26.64,-30.0,-30.0,-30.0
26.66,-30.0,-30.0,-30.0
26.68,-30.0,-30.0,-30.0
26.7,-30.0,-30.0,-30.0
26.72,-30.0,-30.0,-30.0
26.74,-30.0,-30.0,-30.0
26.76,-30.0,-30.0,-30.0
26.78,-30.0,-30.0,-30.0
26.8,-30.0,-30.0,-30.0
26.82,-30.0,-30.0,-30.0
26.84,-30.0,-30.0,-30.0
26.86,-30.0,-30.0,-30.0
26.88,-30.0,-30.0,-30.0
26.9,-30.0,-30.0,-30.0
26.92,-30.0,-30.0,-30.0
26.94,-30.0,-30.0,-30.0
26.96,-30.0,-30.0,-30.0
26.98,-30.0,-30.0,-30.0
27,-30.0,-30.0,-30.0
27.02,-30.0,-30.0,-30.0
27.04,-30.0,-30.0,-30.0
27.06,-30.0,-30.0,-30.0
27.08,-30.0,-30.0,-30.0
27.1,-30.0,-30.0,-30.0
27.12,-30.0,-30.0,-30.0
27.14,-30.0,-30.0,-30.0
27.16,-30.0,-30.0,-30.0
27.18,-30.0,-30.0,-30.0
27.2,-30.0,-30.0,-30.0
27.22,-30.0,-30.0,-30.0
27.24,-30.0,-30.0,-30.0
27.26,-30.0,-30.0,-30.0
27.28,-30.0,-30.0,-30.0
27.3,-30.0,-30.0,-30.0
27.32,-30.0,-30.0,-30.0
27.34,-30.0,-30.0,-30.0
27.36,-30.0,-30.0,-30.0
27.38,-30.0,-30.0,-30.0
27.4,-30.0,-30.0,-30.0
27.42,-30.0,-30.0,-30.0
27.44,-30.0,-30.0,-30.0
27.46,-30.0,-30.0,-30.0
27.48,-30.0,-30.0,-30.0
27.5,-30.0,-30.0,-30.0
27.52,-30.0,-30.0,-30.0
27.54,-30.0,-30.0,-30.0
27.56,-30.0,-30.0,-30.0
27.58,-30.0,-30.0,-30.0
27.6,-30.0,-30.0,-30.0
27.62,-30.0,-30.0,-30.0
27.64,-30.0,-30.0,-30.0
27.66,-30.0,-30.0,-30.0
27.68,-30.0,-30.0,-30.0
27.7,-30.0,-30.0,-30.0
27.72,-30.0,-30.0,-30.0
27.74,-30.0,-30.0,-30.0
27.76,-30.0,-30.0,-30.0
27.78,-30.0,-30.0,-30.0
27.8,-30.0,-30.0,-30.0
27.82,-30.0,-30.0,-30.0
27.84,-30.0,-30.0,-30.0
27.86,-30.0,-30.0,-30.0
27.88,-30.0,-30.0,-30.0
27.9,-30.0,-30.0,-30.0
27.92,-30.0,-30.0,-30.0
27.94,-30.0,-30.0,-30.0
27.96,-30.0,-30.0,-30.0
27.98,-30.0,-30.0,-30.0
28,-30.0,-30.0,-30.0
28.02,-30.0,-30.0,-30.0
28.04,-30.0,-30.0,-30.0
28.06,-30.0,-30.0,-30.0
28.08,-30.0,-30.0,-30.0
28.1,-30.0,-30.0,-30.0
28.12,-30.0,-30.0,-30.0
28.14,-30.0,-30.0,-30.0
28.16,-30.0,-30.0,-30.0
28.18,-30.0,-30.0,-30.0
28.2,-30.0,-30.0,-30.0
28.22,-30.0,-30.0,-30.0
28.24,-30.0,-30.0,-30.0
28.26,-30.0,-30.0,-30.0
28.28,-30.0,-30.0,-30.0
28.3,-30.0,-30.0,-30.0
28.32,-30.0,-30.0,-30.0
28.34,-30.0,-30.0,-30.0
28.36,-30.0,-30.0,-30.0
28.38,-30.0,-30.0,-30.0
28.4,-30.0,-30.0,-30.0
28.42,-30.0,-30.0,-30.0
28.44,-30.0,-30.0,-30.0
28.46,-30.0,-30.0,-30.0
28.48,-30.0,-30.0,-30.0
28.5,-30.0,-30.0,-30.0
28.52,-30.0,-30.0,-30.0
28.54,-30.0,-30.0,-30.0
28.56,-30.0,-30.0,-30.0
28.58,-30.0,-30.0,-30.0
28.6,-30.0,-30.0,-30.0
28.62,-30.0,-30.0,-30.0
28.64,-30.0,-30.0,-30.0
28.66,-30.0,-30.0,-30.0
28.68,-30.0,-30.0,-30.0
28.7,-30.0,-30.0,-30.0
28.72,-30.0,-30.0,-30.0
28.74,-30.0,-30.0,-30.0
28.76,-30.0,-30.0,-30.0
28.78,-30.0,-30.0,-30.0
28.8,-30.0,-30.0,-30.0
28.82,-30.0,-30.0,-30.0
28.84,-30.0,-30.0,-30.0
28.86,-30.0,-30.0,-30.0
28.88,-30.0,-30.0,-30.0
28.9,-30.0,-30.0,-30.0
28.92,-30.0,-30.0,-30.0
28.94,-30.0,-30.0,-30.0
28.96,-30.0,-30.0,-30.0
28.98,-30.0,-30.0,-30.0
29,-30.0,-30.0,-30.0
29.02,-30.0,-30.0,-30.0
29.04,-30.0,-30.0,-30.0
29.06,-30.0,-30.0,-30.0
29.08,-30.0,-30.0,-30.0
29.1,-30.0,-30.0,-30.0
29.12,-30.0,-30.0,-30.0
29.14,-30.0,-30.0,-30.0
29.16,-30.0,-30.0,-30.0
29.18,-30.0,-30.0,-30.0
29.2,-30.0,-30.0,-30.0
29.22,-30.0,-30.0,-30.0
29.24,-30.0,-30.0,-30.0
29.26,-30.0,-30.0,-30.0
29.28,-30.0,-30.0,-30.0
29.3,-30.0,-30.0,-30.0
29.32,-30.0,-30.0,-30.0
29.34,-30.0,-30.0,-30.0
29.36,-30.0,-30.0,-30.0
29.38,-30.0,-30.0,-30.0
29.4,-30.0,-30.0,-30.0
29.42,-30.0,-30.0,-30.0
29.44,-30.0,-30.0,-30.0
29.46,-30.0,-30.0,-30.0
29.48,-30.0,-30.0,-30.0
29.5,-30.0,-30.0,-30.0
29.52,-30.0,-30.0,-30.0
29.54,-30.0,-30.0,-30.0
29.56,-30.0,-30.0,-30.0
29.58,-30.0,-30.0,-30.0
29.6,-30.0,-30.0,-30.0
29.62,-30.0,-30.0,-30.0
29.64,-30.0,-30.0,-30.0
29.66,-30.0,-30.0,-30.0
29.68,-30.0,-30.0,-30.0
29.7,-30.0,-30.0,-30.0
29.72,-30.0,-30.0,-30.0
29.74,-30.0,-30.0,-30.0
29.76,-30.0,-30.0,-30.0
29.78,-30.0,-30.0,-30.0
29.8,-30.0,-30.0,-30.0
29.82,-30.0,-30.0,-30.0
29.84,-30.0,-30.0,-30.0
29.86,-30.0,-30.0,-30.0
29.88,-30.0,-30.0,-30.0
29.9,-30.0,-30.0,-30.0
29.92,-30.0,-30.0,-30.0
29.94,-30.0,-30.0,-30.0
29.96,-30.0,-30.0,-30.0
29.98,-30.0,-30.0,-30.0
30,-30.0,-30.0,-30.0
30.02,-29.5,-29.5,-29.5
30.04,-28.1,-28.1,-28.1
30.06,-26.3,-26.3,-26.3
30.08,-24.2,-24.2,-24.2
30.1,-22.0,-22.0,-22.0
30.12,-19.9,-19.9,-19.9
30.14,-17.7,-17.7,-17.7
30.16,-15.7,-15.7,-15.7
30.18,-13.9,-13.9,-13.9
30.2,-12.2,-12.2,-12.2
30.22,-10.6,-10.6,-10.6
30.24,-9.2,-9.2,-9.2
30.26,-8.0,-8.0,-8.0
30.28,-6.9,-6.9,-6.9
30.3,-6.0,-6.0,-6.0
30.32,-5.1,-5.1,-5.1
30.34,-4.4,-4.4,-4.4
30.36,-3.8,-3.8,-3.8
30.38,-3.2,-3.2,-3.2
30.4,-2.7,-2.7,-2.7
30.42,-2.3,-2.3,-2.3
30.44,-2.0,-2.0,-2.0
30.46,-1.7,-1.7,-1.7
30.48,-1.4,-1.4,-1.4
30.5,-1.2,-1.2,-1.2
30.52,-1.0,-1.0,-1.0
30.54,-0.9,-0.9,-0.9
30.56,-0.7,-0.7,-0.7
30.58,-0.6,-0.6,-0.6
30.6,-0.5,-0.5,-0.5
30.62,-0.4,-0.4,-0.4
30.64,-0.4,-0.4,-0.4
30.66,-0.3,-0.3,-0.3
30.68,-0.3,-0.3,-0.3
30.7,-0.2,-0.2,-0.2
30.72,-0.2,-0.2,-0.2
30.74,-0.2,-0.2,-0.2
30.76,-0.1,-0.1,-0.1
30.78,-0.1,-0.1,-0.1
30.8,-0.1,-0.1,-0.1
30.82,-0.1,-0.1,-0.1
30.84,-0.1,-0.1,-0.1
30.86,-0.1,-0.1,-0.1
30.88,0.0,0.0,0.0
30.9,0.0,0.0,0.0
30.92,0.0,0.0,0.0
30.94,0.0,0.0,0.0
30.96,0.0,0.0,0.0
30.98,0.0,0.0,0.0
31,0.0,0.0,0.0
31.02,0.0,0.0,0.0
31.04,0.0,0.0,0.0
31.06,0.0,0.0,0.0
31.08,0.0,0.0,0.0
31.1,0.0,0.0,0.0
31.12,0.0,0.0,0.0
31.14,0.0,0.0,0.0
31.16,0.0,0.0,0.0
31.18,0.0,0.0,0.0
31.2,0.0,0.0,0.0
31.22,0.0,0.0,0.0
31.24,0.0,0.0,0.0
31.26,0.0,0.0,0.0
31.28,0.0,0.0,0.0
31.3,0.0,0.0,0.0
31.32,0.0,0.0,0.0
31.34,0.0,0.0,0.0
31.36,0.0,0.0,0.0
31.38,0.0,0.0,0.0
31.4,0.0,0.0,0.0
31.42,0.0,0.0,0.0
31.44,0.0,0.0,0.0
31.46,0.0,0.0,0.0
31.48,0.0,0.0,0.0
31.5,0.0,0.0,0.0
31.52,0.0,0.0,0.0
31.54,0.0,0.0,0.0
31.56,0.0,0.0,0.0
31.58,0.0,0.0,0.0
31.6,0.0,0.0,0.0
31.62,0.0,0.0,0.0
31.64,0.0,0.0,0.0
31.66,0.0,0.0,0.0
31.68,0.0,0.0,0.0
31.7,0.0,0.0,0.0
31.72,0.0,0.0,0.0
31.74,0.0,0.0,0.0
31.76,0.0,0.0,0.0
31.78,0.0,0.0,0.0
31.8,0.0,0.0,0.0
31.82,0.0,0.0,0.0
31.84,0.0,0.0,0.0
31.86,0.0,0.0,0.0
31.88,0.0,0.0,0.0
31.9,0.0,0.0,0.0
31.92,0.0,0.0,0.0
31.94,0.0,0.0,0.0
31.96,0.0,0.0,0.0
31.98,0.0,0.0,0.0
32,0.0,0.0,0.0
32.02,0.0,0.0,0.0
32.04,0.0,0.0,0.0
32.06,0.0,0.0,0.0
32.08,0.0,0.0,0.0
32.1,0.0,0.0,0.0
32.12,0.0,0.0,0.0
32.14,0.0,0.0,0.0
32.16,0.0,0.0,0.0
32.18,0.0,0.0,0.0
32.2,0.0,0.0,0.0
32.22,0.0,0.0,0.0
32.24,0.0,0.0,0.0
32.26,0.0,0.0,0.0
32.28,0.0,0.0,0.0
32.3,0.0,0.0,0.0
32.32,0.0,0.0,0.0
32.34,0.0,0.0,0.0
32.36,0.0,0.0,0.0
32.38,0.0,0.0,0.0
32.4,0.0,0.0,0.0
32.42,0.0,0.0,0.0
32.44,0.0,0.0,0.0
32.46,0.0,0.0,0.0
32.48,0.0,0.0,0.0
32.5,0.0,0.0,0.0
32.52,0.0,0.0,0.0
32.54,0.0,0.0,0.0
32.56,0.0,0.0,0.0
32.58,0.0,0.0,0.0
32.6,0.0,0.0,0.0
32.62,0.0,0.0,0.0
32.64,0.0,0.0,0.0
32.66,0.0,0.0,0.0
32.68,0.0,0.0,0.0
32.7,0.0,0.0,0.0
32.72,0.0,0.0,0.0
32.74,0.0,0.0,0.0
32.76,0.0,0.0,0.0
32.78,0.0,0.0,0.0
32.8,0.0,0.0,0.0
32.82,0.0,0.0,0.0
32.84,0.0,0.0,0.0
32.86,0.0,0.0,0.0
32.88,0.0,0.0,0.0
32.9,0.0,0.0,0.0
32.92,0.0,0.0,0.0
32.94,0.0,0.0,0.0
32.96,0.0,0.0,0.0
32.98,0.0,0.0,0.0
33,0.0,0.0,0.0
33.02,0.0,0.0,0.0
33.04,0.0,0.0,0.0
33.06,0.0,0.0,0.0
33.08,0.0,0.0,0.0
33.1,0.0,0.0,0.0
33.12,0.0,0.0,0.0
33.14,0.0,0.0,0.0
33.16,0.0,0.0,0.0
